zhwlyx201507022,5,"ISTIC,PKU",靳三针配合镜像疗法对偏瘫患者上肢、手功能障碍的影响,10.3760/cma.j.issn.0254-1424.2015.07.022,崔韶阳[1];许明珠[2];郑盛惠[2];赖新生[3];唐纯志[3];王曙辉[2];钟非[2];,"[1]518034 深圳,广东省深圳市福田区中医院康复针灸推拿科;广州中医药大学针灸康复临床医学院;[2]广东省深圳市福田区中医院康复针灸推拿科, 深圳,518034;[3]广州中医药大学针灸康复临床医学院;",中华物理医学与康复杂志,,,2015,37,7
yxzs201605013,1,"ISTIC,PKU",NOTCH1／PI3 K信号通路在T-ALL治疗中的研究进展,10.3969/j.issn.1006-2084.2016.05.013,汤煜媛[1];李翔鹏(综述)[2];黄羽[3];李彩霞(审校)[4];,"[1]广州中医药大学第一临床医学院,广州,510405;[2]广州中医药大学深圳临床医学院,广东 深圳,518033;[3]广州中医药大学第二附属医院中医药免疫实验室,广州,511400;[4]广州中医药大学基础医学院组织与胚胎学教研室,广州,511400;",医学综述,急性T淋巴细胞白血病;磷脂酰肌醇3-激酶;NOTCH1;γ分泌酶抑制剂;,R733.4,2016,22,5
zgzyjz201308005,11,"ISTIC,PKU",舌三针配合颞三针治疗中风失语症临床观察,10.3969/j.issn.1004-745X.2013.08.005,崔韶阳[1];刘佳霭[2];王曙辉[3];许明珠[1];赖新生[2];,"[1]广东省深圳市福田区中医院,广东深圳518034;广州中医药大学针灸康复临床医学院,广东广州510405;[2]广州中医药大学针灸康复临床医学院,广东广州,510405;[3]广东省深圳市福田区中医院,广东深圳,518034;",中国中医急症,舌三针;颞三针;中风;失语症;,R246.6,2013,22,8
zglnxzz201622029,0,"ISTIC,PKU",低频电穴位刺激治疗脑卒中后失眠的临床疗效及作用机制,10.3969/j.issn.1005-9202.2016.22.029,杨雪捷[1];于海波[1];黄杏贤[1];罗晓舟[2];黄昭志[2];,"[1]广州中医药大学深圳临床医学院深州市中医院针灸科,广东深圳,518000;[2]广州中医药大学;",中国老年学杂志,低频电穴位刺激;脑卒中;失眠;,R743,2016,36,22
zylcyj201630037,0,"ISTIC,PKU",P物质、血管活性肠肽与脾虚便秘型小鼠肠道之间的关系初探,10.3969/j.issn.1674-7860.2016.30.034,黄志芳[1];魏志军[2];张婧茹[1];吴喜华[2];,"[1]广州中医药大学附属深圳市中医院,广东 深圳,518000;广州中医药大学深圳临床医学院,广东 深圳,518000;[2]广州中医药大学附属深圳市中医院,广东 深圳,518000;",中医临床研究,脾虚便秘模型小鼠;P物质;血管活性肠肽VIP;免疫组化;,R574.4,2016,8,30
jxzyy201502029,0,"ISTIC,PKU",抗氧化作用机制在预防和治疗压疮中的应用进展,,陈赟[1];张广清[2];钟印芹[3];谢宇锋[4];,[1]广州中医药大学第二临床医学院 广州510000;深圳市福田区中医院 广东深圳518000;[2]广州中医药大学第二临床医学院 广州510000;[3]深圳市福田区中医院 广东深圳518000;[4]深圳市福田区中医院 广东深圳518000;江西中医药大学 南昌330006;,江西中医药,抗氧化作用;压疮预防和治疗;文献综述;,R264,2015,,2
zgzyzz201411032,4,"ISTIC,PKU",交泰丸对2型糖尿病大鼠胰腺脂肪沉积和胰岛细胞凋亡的影响,10.4268/cjcmm20141132,邹欣[1];刘德亮[2];陆付耳[1];董慧[1];徐丽君[1];罗运环[1];王开富[1];,"[1]华中科技大学同济医学院附属同济医院中西医结合研究所,湖北武汉430030;[2]华中科技大学同济医学院附属同济医院中西医结合研究所,湖北武汉430030;广州中医药大学深圳临床医学院,深圳市中医院,广东深圳518033;",中国中药杂志,交泰丸;2型糖尿病;脂肪沉积;胰岛细胞;凋亡;,,2014,39,11
sjzyy201505040,1,"ISTIC,PKU",关于 ISO、GB 中药分类编码技术及其规则的研究,10.3969/j.issn.1673-7202.2015.05.035,廖利平[1];徐美渠[2];吴培凯[3];曾庆明[4];易炳学[5];徐甘霖[6];,[1]广东省深圳市卫生和人口计划生育委员会，深圳，518020;[2]广州中医药大学深圳临床医学院，深圳，518033;[3]广东省深圳市中医院办公室，深圳，518033;[4]深圳市罗湖区中医院名中医工作馆，深圳，518001;[5]江西中医药大学，南昌，330004;[6]广东省深圳市儿童医院中医科，深圳，518033;,世界中医药,中药;编码技术;分类;规则;标准化;,R926,2015,,5
zgzyyxxzz201302049,5,"ISTIC,PKU",参麦注射液及参附注射液上市后安全性评价现状,10.3969/j.issn.1005-5304.2013.02.049,李阳[1];林丽珠[2];宋群利[1];黄寅銮[3];,"[1]深圳市宝安区中医院,广东深圳518133;广州中医药大学第一临床医学院,广东广州510405;[2]广州中医药大学第一附属医院肿瘤科,广东广州,510405;[3]深圳市宝安区中医院,广东深圳,518133;",中国中医药信息杂志,参麦注射液;参附注射液;安全性;综述;,R285.6,2013,20,2
zgzxyjhjjzz201604011,1,"ISTIC,PKU",中药结合血液透析滤过治疗尿毒症并发急性胰腺炎的临床观察,10.3969/j.issn.1008-9691.2016.04.011,李李[1];李燕林[2];,"[1]广州中医药大学深圳临床医学院,广东广州,510006;[2]广州中医药大学附属中山市中医院,广东中山,528400;",中国中西医结合急救杂志,"中药;血液透析滤过;维持性血液透析;胰腺炎,急性;",,2016,23,4
zgzyys201605002,0,"ISTIC,PKU","我院""创三甲""期间门诊中药处方规范度调查",10.3969/j.issn.1672-5433.2016.05.002,邱月恒[1];潘沙沙[2];,"[1]广州中医药大学附属骨伤科医院,广东 广州,510000;[2]广州中医药大学深圳临床医学院,深圳,518000;",中国执业药师,中药处方;调查;三级甲等医院;不合格因素;,,2016,13,5
gdyx201624026,0,"ISTIC,PKU",经皮全脊柱内镜下精准减压治疗退行性腰椎管狭窄症的效果,10.3969/j.issn.1001-9448.2016.24.026,何升华[1];赖居易[2];王业广[1];孙志涛[1];王建[1];冯华龙[2];黄飞强[2];,[1]广东省深圳市中医院骨三病区 518000;[2]广州中医药大学深圳临床医学院 广东深圳518000;,广东医学,脊柱退行性变;内镜;微创治疗;减压;,,2016,37,24
gzzyydxxb201606013,0,"ISTIC,PKU",加味丹栀逍遥散联合小金丸治疗结节性甲状腺肿的临床疗效观察,10.13359/j.cnki.gzxbtcm.2016.06.013,高永鸿;汪栋材;赵恒侠;,"[1]广州中医药大学深圳临床医学院,深圳市中医院,广东深圳518033",广州中医药大学学报,结节性甲状腺肿;加味丹栀逍遥散;小金丸;,R265  R581.3,2016,33,6
gdyx2016z2061,0,"ISTIC,PKU",3D 打印技术在腰椎经皮椎间孔镜髓核摘除术中的应用,,赖居易[1];何升华[2];孙志涛[2];王业广[2];,[1]广州中医药大学深圳临床医学院 广东深圳518000;[2]广东省深圳市中医院骨三病区 518000;,广东医学,3D打印技术;腰椎间盘突出症;经皮椎间孔镜;,,2016,37,z2
henzyxyxb201504052,1,"ISTIC,PKU",胆胃舒颗粒联合推按运经仪治疗胆囊息肉临床研究,10.16368/j.issn.1674-8999.2015.04.209,黄彬[1];谢伟昌[2];李健[1];郭绍举[1];冯春霞[1];,"[1]深圳市中医院,广东 深圳,518033;[2]广州中医药大学深圳临床医学院,广东 深圳,518033;",中医学报,胆胃舒颗粒;推按运经仪;胆囊息肉;,R259.756,2015,,4
yycyzx201622002,0,"ISTIC,PKU",敷脐透肠疗法联合人脐带间充质干细胞治疗肝硬化难治性腹水的效果,,孙新锋[1];韩志毅[2];邢宇锋[1];柳臻[3];童光东[1];贺劲松[1];魏春山[1];周大桥[1];,"[1]广东省深圳市中医院肝病科,广东深圳,518033;[2]广州中医药大学深圳临床医学院,广东深圳,518033;[3]广东省深圳市中医院医务科,广东深圳,518033;",中国医药导报,肝硬化难治性腹水;人脐带间充质干细胞;敷脐透肠;临床疗效;,R657.31,2016,13,22
njzyydxxb201205008,6,"ISTIC,PKU",2115例手足口病患者病因病机和分期辨证的研究,10.3969/j.issn.1000-5005.2012.05.008,洪可[1];朱清静[1];聂凡[2];李慧涓[3];袁虹[3];李秀慧[4];聂广[3];,"[1]武汉市医疗救治中心感染科,湖北武汉,430000;[2]广州中医药大学第一临床医学院,广东广州,510405;[3]深圳市第三人民医院中西医结合科,广东深圳,518112;[4]北京佑安医院中西医结合科,北京,100069;",南京中医药大学学报,手足口病;分期论治;证素;辨证分型;,R241.4,2012,28,5
njzyydxxb201603003,1,"ISTIC,PKU",国医大师禤国维教授滋阴清热法治疗痤疮理论探讨,10.14148/j.issn.1672-0482.2016.0207,贾淑琳[1];范瑞强[2];禤国维[2];李红毅[2];官喜红[3];李佳曦[4];,"[1]广州中医药大学第二临床医学院,广东 广州,510410;[2]广东省中医院皮肤科,广东 广州,510120;[3]佛山市高明区慢性病防治站皮肤科,广东 佛山,528500;[4]深圳市儿童医院中医科,广东 深圳,518026;",南京中医药大学学报,禤国维;痤疮;滋阴清热;,R242,2016,32,3
syhlzz201509008,19,"ISTIC,PKU",专人管理模式在脑卒中偏瘫后遗症家庭康复护理中应用的效果评价,10.3760/cma.j.issn.1672-7088.2015.09.008,陈赟[1];钟印芹[2];张广清[3];谢宇锋[4];,"[1]广州中医药大学第二临床医学院;[2]518000,广东省深圳市福田区中医院护理教研室;[3]广州中医药大学第二临床医学院护理教研室;[4]江西中医药大学针灸学院;",中国实用护理杂志,专人管理模式;卒中;偏瘫;康复护理;治疗效果;,,2015,31,9
zgzyjz201609036,0,"ISTIC,PKU",当归活血合剂联合四黄液治疗急性痛风疗效观察,10.3969/j.issn.1004-745X.2016.09.036,欧传双[1];翟明玉[1];余翔[2];,"[1]深圳平乐骨伤科医院,广东深圳,518010;[2]广州中医药大学第一临床医学院,广东广州,510405;",中国中医急症,急性痛风;当归活血合剂;四黄液;,R589.7,2016,25,9
