zhyxjy201601007,4,"ISTIC,PKU",常见细菌药物敏感性试验报告规范中国专家共识,10.3760/cma.j.issn.1009-9158.2016.01.006,王辉[1];宁永忠[2];陈宏斌[1];俞云松[3];王明贵[4];胡必杰[5];陈佰义[6];马筱玲[7];胡继红[8];倪语星[9];徐英春[10];曹彬[11];陈家旭[12];褚云卓[6];归巧娣[13];韩立中[9];胡云建[14];胡志东[15];贾伟[16];李敏[17];李轶[18];廖康[19];刘颖梅[11];刘文恩[20];罗燕萍[21];单斌[22];孙宏莉[10];孙自镛[23];陶传敏[24];王大燕[25];魏莲花[26];吴文娟[27];徐修礼[28];杨虹[29];杨青[30];姚开虎[31];余方友[32];张莉萍[33];张嵘[34];赵建宏[35];赵宗珉[6];卓超[36];朱镭[37];,[1]100044北京大学人民医院检验科;[2]北京大学第三医院检验科;[3]浙江大学医学院附属邵逸夫医院感染科;[4]复旦大学附属华山医院抗生素研究所;[5]复旦大学附属中山医院感染科;[6]中国医科大学附属第一医院感染科、，检验科;[7]安徽省立医院检验科;[8]北京医院卫生部临床检验中心;[9]上海交通大学医学院附属瑞金医院临床微生物科;[10]中国医学科学院北京协和医院检验科;[11]中日友好医院呼吸与危重症医学科二部;[12]中国疾病预防控制中心寄生虫病预防控制所;[13]陕西省人民医院检验科;[14]北京医院检验科;[15]天津医科大学总医院检验科;[16]宁夏医科大学总医院医学实验中心;[17]上海交通大学医学院附属仁济医院检验科;[18]河南省人民医院检验科;[19]中山大学附属第一医院检验科;[20]中南大学湘雅医院检验科;[21]中国人民解放军总医院微生物科;[22]昆明医科大学第一附属医院检验科;[23]华中科技大学同济医学院附属同济医院检验科;[24]四川大学华西医院实验医学科;[25]中国疾病预防控制中心病毒病预防控制所;[26]甘肃省人民医院检验科;[27]同济大学附属东方医院南院医学检验科;[28]第四军医大学西京医院检验科;[29]北京大学深圳医院检验科;[30]浙江大学医学院附属第一医院检验科;[31]首都医科大学附属北京儿童医院儿研所微生物研究室;[32]温州医科大学附属第一医院检验科;[33]重庆医科大学附属第一医院检验科;[34]浙江大学医学院附属第二医院检验科;[35]河北省临床检验中心 河北医科大学第二医院检验科;[36]广州医科大学附属第一医院广州呼吸疾病研究所;[37]山西省儿童医院山西省妇幼保健院检验科;,中华检验医学杂志,,,2016,,1
zhblx201612001,1,"ISTIC,PKU",对 EB 病毒相关淋巴组织增殖性疾病的理解和认识对,10.3760/cma.j.issn.0529-5807.2016.12.001,周小鸽[1];张燕林[2];谢建兰[1];黄雨华[3];郑媛媛[1];李文生[4];陈浩[5];刘芳[6];潘华雄[7];韦萍[8];王哲[9];胡余昌[10];杨开颜[11];肖华亮[12];吴梅娟[13];尹为华[14];梅开勇[15];陈刚[16];阎晓初[17];孟刚[18];徐钢[19];李娟[19];田素芳[20];朱军[21];宋玉琴[21];张伟京[22];,"[1]100050,首都医科大学附属北京友谊医院病理科;[2]首都医科大学良乡教学医院病理科;[3]中山大学肿瘤防治中心病理科;[4]陕西省人民医院病理科;[5]中国医学科学院皮肤病医院病理科;[6]中山大学附属佛山医院病理科;[7]华中科技大学同济医学院附属协和医院病理科;[8]Department of Pathology，University of Califormia，San Diego，U S A;[9]第四军医大学西京医院病理科;[10]三峡大学第一临床医学院/宜昌市中心人民医院病理科;[11]温州医科大学附属第一医院病理科;[12]第三军医大学大坪医院野战外科研究所病理科;[13]浙江省肿瘤医院病理科;[14]北京大学深圳医院病理科;[15]广州医科大学附属第二医院病理科;[16]福建省肿瘤医院病理科;[17]第三军医大学西南医院病理学研究所;[18]安徽医科大学第一附属医院病理科;[19]四川省医学科学院 四川省人民医院病理科;[20]武汉大学中南医院病理科;[21]北京大学肿瘤医院暨北京市肿瘤防治研究所淋巴肿瘤科;[22]首都医科大学附属北京世纪坛医院淋巴肿瘤科;",中华病理学杂志,"淋巴组织增殖性疾病;疱疹病毒4型,人;",,2016,45,12
gdyx201505029,5,"ISTIC,PKU",经皮椎体成形术对骨质疏松性椎体压缩性骨折患者功能的改善效果,,石通和[1];梁蓉[2];潘铭辉[1];陈荣庄[1];周敏[1];于滨生[3];陈柏龄[4];黎庆初[5];,[1]广东省东莞市企石医院外二科 523500;[2]广东省东莞市企石医院妇科 523500;[3]北京大学深圳医院脊柱外科 广东深圳 518036;[4]中山大学附属第一医院脊柱外科 广州 510080;[5]南方医科大学第三附属医院脊柱微创外科 广州 510630;,广东医学,椎体成形术;骨质疏松;椎体骨折;,,2015,,5
zgsyzdx201304003,1,"ISTIC,PKU",结核多肽特异性细胞内因子多色流式分析,10.3969/j.issn.1007-4287.2013.04.003,詹能勇[1];文明明[2];黄慧谦[3];朱秀云[3];刘国辉[3];李美忠[3];张明霞[3];赖小敏[4];,"[1]中山大学中山医学院,微生物教研室,广东,广州510089;深圳市第三人民医院;[2]深圳市北京大学深圳医院;[3]深圳市第三人民医院;[4]中山大学中山医学院,微生物教研室,广东,广州510089;",中国实验诊断学,"流式细胞术;胞内细胞因子染色;细胞免疫;抗原,多肽;PBMC;淋巴细胞,多功能;结核;",R52,2013,17,4
zhwcyxzz201601010,0,"ISTIC,PKU",Supreme喉罩与经典型喉罩应用于新生儿复苏的比较,10.3760/cma.j.issn.1007-9408.2016.01.009,刘婷婷[1];朱小瑜[2];李占魁[3];,"[1]518028 南方医科大学附属深圳妇幼保健院新生儿科; 710061 西安，西北妇女儿童医院新生儿科;[2]518028,南方医科大学附属深圳妇幼保健院新生儿科;[3]西北妇女儿童医院新生儿科, 西安,710061;",中华围产医学杂志,"复苏术;正压呼吸;喉面罩;婴儿,新生;",,2016,,1
tnbxsj201413065,0,"ISTIC,PKU",社区糖尿病慢性并发症检出率及其影响因素,10.3969/j.issn.1672-4062.2014.13.065,吴家东[1];陈少清[2];黄灵坚[3];,"[1]广东省深圳市宝安区西乡人民医院后瑞社康中心,广东深圳,518128;[2]广东省深圳市宝安区石岩卫生监督所,广东深圳,518108;[3]广东省深圳市龙华新区人民医院,广东深圳,518109;",糖尿病新世界,社区;糖尿病;慢性并发症;检出率;影响因素;,R587.1,2014,,13
zhqjmnwkzz201606007,0,"ISTIC,PKU",取石网篮与传统取石钳在输尿管镜碎石术中的对比研究,10.3877/cma.j.issn.1674-3253.2016.06.007,李小华[1];王喻[2];张旭[3];彭叔彬[2];陆敏华[2];王骏[2];温星桥[4];,"[1]518116,深圳市龙岗中心医院;[2]中山大学附属第三医院泌尿外科,广州,510630;[3]中山大学附属第三医院妇科,广州,510630;[4]南方医科大学深圳医院,深圳,518101;",中华腔镜泌尿外科杂志（电子版）,取石网篮;取石钳;输尿管镜;输尿管结石;,,2016,10,6
zgwsjj201312035,2,"ISTIC,PKU",广东省第三批病种成本与费用的实证研究,10.7664/CHE20131227,邹俐爱[1];龙钊[1];姚丽平[2];叶苏娜[3];肖谦[4];宋喜国[5];袁建平[6];伍大春[7];杨细玉[8];姚月宁[9];刘驹[10];梁允萍[11];,[1]南方医科大学南方医院卫生经济管理科 广州 510515;[2]广东省物价局公益价格处广州 510030;[3]中山大学附属第一医院财务处广州 510080;[4]广州军区广州总医院卫生经济管理科广州 510000;[5]南方医科大学珠江医院卫生经济管理科 广州 510282;[6]广州市第一人民医院经管科广州 510180;[7]汕尾市逸挥基金医院财务处广东 汕尾 516600;[8]广东省中医院财务处广州 510120;[9]北京大学深圳医院物价科广东 深圳 518036;[10]广东三九脑科医院广州 510510;[11]广东省人民医院计财处广州 510260;,中国卫生经济,病种;费用;成本核算;病种定价;广东;,R1-9  F224.5,2013,,12
zgyydk201204045,10,"ISTIC,PKU",基于不同药物的硬腰联合麻醉对股骨头骨折置换手术血流动力学的影响分析,10.3969/j.issn.1009-0959.2012.04.045,赖学文[1];莫惠飞[1];高涛[1];薛婷媛[2];颜学滔[3];,"[1]深圳市宝安区人民医院麻醉科,深圳,518000;[2]深圳市宝安区西乡人民医院体检中心,深圳,518000;[3]深圳市宝安区妇幼保健院麻醉科,深圳,518000;",中国医药导刊,腰硬联合麻醉;股骨头骨折置换手术;血流动力学;罗哌卡因;,R614,2012,14,4
yycyzx201502005,2,"ISTIC,PKU",茶多酚对大鼠骨关节软骨氧化损伤的保护作用,,严斌[1];余非[2];王立胜[2];韩士英[3];,"[1]广东省深圳市坪山新区人民医院骨科,广东深圳,518000;[2]广东医学院附属西乡人民医院骨科,广东深圳,518000;[3]中山大学附属第一医院骨科,广东广州,510080;",中国医药导报,茶多酚;骨关节软骨;氧化损伤;保护;肿瘤坏死因子;,R285,2015,,2
