ytctyy201405041,3,"
",中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
ytctyy201405041,3,,中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
ytctyy201405041,3,,中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
ytctyy201405041,3,,中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
ytctyy201405041,3,,中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
ytctyy201405041,3,,中医适宜技术社区应用研究,,何晶[1];何莉[2];何璐[3];,"[1]深圳市光明新区人民医院西田社区健康服务中心,广东深圳,518106;[2]深圳市福田区中医院,广东深圳,518000;[3]深圳市福田区妇幼保健院,广东深圳,518000;",亚太传统医药,中医适宜技术;社区应用;社区卫生服务;,R192,2014,10,5
zgyykx201409022,2,,中药泡服加穴位贴敷治疗非酒精性脂肪肝病30例疗效观察,,叶欣[1];张春华[1];刘青[2];胡世平[1];黄雪梅[3];,"[1]深圳市龙岗区中医院,广东深圳,518172;[2]深圳市龙岗中心医院,广东深圳,518116;[3]深圳市龙岗区人民医院,广东深圳,518172;",中国医药科学,非酒精性脂肪肝病;中药泡服;穴位贴敷;,R259,2014,,9
sxyyzz201524008,0,,骨碱性磷酸酶 N-端骨钙素99Tcm-亚甲基二膦酸盐骨显像与早期骨代谢改变,,罗裕旋[1];吴传安[1];杨伟康[1];何小媚[2];魏建伟[3];梁瑞金[3];余树林[3];,"[1]518109,广东省深圳市龙华新区妇幼保健 中心检验科;[2]深圳市龙华新区疾病预防控制中心检验科;[3]深圳市龙华新区人民医院检验科，放射科，病理科;",山西医药杂志,99m锝美罗酸盐;骨钙素;早期骨代谢;碱性磷酸酶;,,2015,,24
yycyzx201612031,1,,鼠神经生长因子对危重型小儿手足口病患者体液免疫和细胞因子的影响,,陈柏良[1];江明荣[2];周曙明[2];黄循斌[2];谢晓彬[3];,"[1]广东省深圳市龙华新区人民医院梅陇镇社康中心,广东深圳,518131;[2]广东省深圳市龙岗中心医院儿科,广东深圳,518116;[3]广东省深圳市龙岗中心医院妇产科,广东深圳,518116;",中国医药导报,鼠神经生长因子;危重型小儿手足口病;体液免疫;细胞因子;,R725.1,2016,13,12
zfysjjbzz201605012,3,"ISTIC,PKU",养血清脑颗粒治疗卒中后抑郁的疗效及对脑白质结构改变的影响,,许孝南[1];马婷[2];陈旭辉[1];虢周科[3];朱治山[4];刘淑云[5];李梅笑[6];李晶[7];刘相城[5];,"[1]北京大学深圳医院神经内科,广东深圳,518036;[2]哈尔滨工业大学深圳研究生院,广东深圳,518055;[3]深圳市中医院神经内科,广东深圳,518033;[4]深圳市罗湖区人民医院神经内科,广东深圳,518001;[5]深圳市龙华新区人民医院神经内科,广东深圳,518110;[6]深圳市龙岗区人民医院神经内科,广东深圳,518172;[7]深圳市宝安区沙井人民医院神经内科,广东深圳,518104;",中风与神经疾病杂志,卒中后抑郁;弥散张量成像;疗效;养血清脑颗粒;,R743.3,2016,33,5
